"SNF VBP Program Ranking","Footnote -- SNF VBP Program Ranking","CMS Certification Number (CCN)","Provider Name","Provider Address","City/Town","State","ZIP Code","Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Footnote -- Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Performance Period: FY 2023 Risk-Standardized Readmission Rate","Footnote -- Performance Period: FY 2023 Risk-Standardized Readmission Rate","Achievement Score","Footnote -- Achievement Score","Improvement Score","Footnote -- Improvement Score","Performance Score","Footnote -- Performance Score","Incentive Payment Multiplier","Footnote -- Incentive Payment Multiplier"
1,,555446,ROSSMOOR POST ACUTE,1226 ROSSMOOR PARKWAY,WALNUT CREEK,CA,94595,0.20090,,0.16909,,100.00000,,90.00000,,100.00000,,1.0180656313,
7099,,555450,AMERICAN RIVER CENTER,3900 GARFIELD AVENUE,CARMICHAEL,CA,95608,0.20816,,0.24688,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555456,ANTELOPE VALLEY CARE CENTER,44567 NORTH 15TH ST. WEST,LANCASTER,CA,93534,0.17665,,0.22657,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555458,GLENWOOD CARE CENTER,1300 NORTH C ST,OXNARD,CA,93030,0.18520,,0.21782,,0.00000,,0.00000,,0.00000,,0.9802564842,
6623,,555459,GRAMERCY COURT,2200 GRAMERCY DRIVE,SACRAMENTO,CA,95825,0.20200,,0.20664,,9.69918,,0.00000,,9.69918,,0.9806692004,
2120,,555462,VILLA VALENCIA HEALTHCARE CENTER,25000 CALLE DE LOS CABALLEROS BLVD,LAGUNA HILLS,CA,92653,0.18216,,0.18566,,59.74424,,0.00000,,59.74424,,1.0078218683,
7099,,555463,THE VILLAGE HEALTHCARE CENTER,2400 WEST ACACIA AVENUE,HEMET,CA,92545,0.18701,,0.21346,,0.00000,,0.00000,,0.00000,,0.9802564842,
3323,,555470,WAGNER HEIGHTS NURSING & REHABILITATION CENTER,9289 BRANSTETTER PLACE,STOCKTON,CA,95209,0.21028,,0.19160,,45.57514,,42.41117,,45.57514,,0.9949896474,
4961,,555473,ALTA GARDENS CARE CENTER,13075 BLACKBIRD STREET,GARDEN GROVE,CA,92843,0.21803,,0.20266,,19.19295,,27.59809,,27.59809,,0.9836865471,
7099,,555476,APPLE VALLEY CARE CENTER,11959 APPLE VALLEY ROAD,APPLE VALLEY,CA,92308,0.21549,,0.28465,,0.00000,,0.00000,,0.00000,,0.9802564842,
6515,,555478,VICTORIA CARE CENTER,5445 EVERGLADES ST,VENTURA,CA,93003,0.19032,,0.20606,,11.08269,,0.00000,,11.08269,,0.9807665096,
2747,,555479,DELANO DISTRICT SKILLED NURSING FACILITY,1509 TOKAY STREET,DELANO,CA,93215,0.24026,,0.20044,,24.48847,,52.39406,,52.39406,,1.0014438029,
5645,,555483,VISTA MANOR NURSING CENTER,120 JOSE FIGUERES AVENUE,SAN JOSE,CA,95116,0.22522,,0.21144,,0.00000,,20.35885,,20.35885,,0.9818806053,
459,,555485,KINGS HEALTHCARE & WELLNESS CENTER LP,851 LESLIE LANE,HANFORD,CA,93230,0.23734,,0.17103,,94.64219,,90.00000,,94.64219,,1.0178859093,
7099,,555486,ALAMEDA HEALTHCARE & WELLNESS CENTER,430 WILLOW STREET,ALAMEDA,CA,94501,0.19871,,0.22003,,0.00000,,0.00000,,0.00000,,0.9802564842,
2179,,555487,MISSION DE LA CASA,2501 ALVIN AVENUE,SAN JOSE,CA,95121,0.19127,,0.18605,,58.81394,,20.60078,,58.81394,,1.0070979907,
466,,555490,MEADOWOOD NURSING CENTER,3805 DEXTER LANE,CLEARLAKE,CA,95422,0.19062,,0.17114,,94.37980,,90.00000,,94.37980,,1.0178744477,
3362,,555496,RIVERWOOD HEALTH CARE,5320 CARRINGTON CIRCLE,STOCKTON,CA,95210,0.20370,,0.19175,,45.21733,,31.41073,,45.21733,,0.9946643989,
3501,,555499,REDWOOD HEALTHCARE CENTER LLC,3145 HIGH STREET,OAKLAND,CA,94619,0.18948,,0.19242,,43.61914,,0.00000,,43.61914,,0.9932471597,
6850,,555503,ROYAL OAKS MANOR - BRADBURY OAKS,1763 ROYAL OAKS DRIVE,DUARTE,CA,91010,0.20278,,0.20784,,6.83673,,0.00000,,6.83673,,0.9805048167,
6580,,555513,PALM VILLAGE RETIREMENT COMM.,703 W HERBERT AVE,REEDLEY,CA,93654,0.20941,,0.20641,,10.24781,,2.78614,,10.24781,,0.9807062453,
6824,,555514,HERITAGE PARK NURSING CENTER,275 GARNET WAY,UPLAND,CA,91786,0.21573,,0.21028,,0.00000,,7.15162,,7.15162,,0.9805207459,
1124,,555515,PARK VISTA AT MORNINGSIDE,2525 BREA BLVD.,FULLERTON,CA,92835,0.20988,,0.17912,,75.34455,,73.87179,,75.34455,,1.0155062925,
7099,,555519,"THE CARE CENTER ON HAZELTINE, LLC",6835 HAZELTINE AVE.,VAN NUYS,CA,91405,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.21149,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802564842,
1466,,555520,LEISURE COURT NURSING CENTER,1135 LEISURE COURT,ANAHEIM,CA,92801,0.18735,,0.18186,,68.80864,,28.33333,,68.80864,,1.0132524959,
1,,555524,HEALTH CARE CTR AT THE FORUM AT RANCHO SAN ANTONIO,23600 VIA ESPLENDOR,CUPERTINO,CA,95014,0.16887,,0.15531,,100.00000,,90.00000,,100.00000,,1.0180656313,
4144,,555533,DRIFTWOOD HEALTHCARE CENTER - HAYWARD,19700 HESPERIAN BOULEVARD,HAYWARD,CA,94541,0.21036,,0.19545,,36.39147,,32.76596,,36.39147,,0.9878216063,
7099,,555535,RIVER VALLEY CARE CENTER,9000 LARKIN ROAD,LIVE OAK,CA,95953,0.18656,,0.21856,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555536,PARK REGENCY CARE CENTER,1770 W. LA HABRA BLVD.,LA HABRA,CA,90631,0.20599,,0.25423,,0.00000,,0.00000,,0.00000,,0.9802564842,
6931,,555538,EDEN VALLEY CARE CENTER,612 MAIN STREET,SOLEDAD,CA,93960,0.19531,,0.20825,,5.85873,,0.00000,,5.85873,,0.9804583455,
2680,,555545,THE COVE AT LA JOLLA,7160 FAY AVENUE,LA JOLLA,CA,92037,0.19823,,0.18850,,52.96979,,30.57587,,52.96979,,1.0019855406,
6642,,555547,THE TERRACES OF LOS GATOS,800 BLOSSOM HILL ROAD,LOS GATOS,CA,95032,0.21586,,0.20936,,0.00000,,9.45087,,9.45087,,0.9806530677,
4559,,555554,DANISH CARE CENTER,10805 EL CAMINO REAL,ATASCADERO,CA,93422,0.19603,,0.19737,,31.81156,,0.00000,,31.81156,,0.9853487170,
1,,555555,ESKATON VILLAGE CARE CENTER,3939 WALNUT AVE.,CARMICHAEL,CA,95608,0.19508,,0.15553,,100.00000,,90.00000,,100.00000,,1.0180656313,
5096,,555557,PIONEERS MEMORIAL SKILLED NURSING CENTER,320 CATTLE CALL DR.,BRAWLEY,CA,92227,0.18309,,0.19977,,26.08667,,0.00000,,26.08667,,0.9832127721,
7099,,555565,ARTESIA PALMS CARE CENTER,11900 E. ARTESIA BLVD.,ARTESIA,CA,90701,0.19679,,0.24088,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555566,CORONA POST ACUTE CENTER,2600 SOUTH MAIN STREET,CORONA,CA,92882,0.20828,,0.22804,,0.00000,,0.00000,,0.00000,,0.9802564842,
4224,,555570,OAKLAND HEIGHTS NURSING AND REHABILITATION,2361 EAST 29TH STREET,OAKLAND,CA,94606,0.17838,,0.19586,,35.41346,,0.00000,,35.41346,,0.9872303616,
6875,,555572,GROSSMONT HOSPITAL D/P SNF,5555 GROSSMONT CENTER DRIVE,LA MESA,CA,91941,0.17270,,0.20792,,6.64591,,0.00000,,6.64591,,0.9804953980,
3190,,555574,STONEY POINT HEALTHCARE CENTER,21820 CRAGGY VIEW ST.,CHATSWORTH,CA,91311,0.23821,,0.20322,,17.85714,,46.96792,,46.96792,,0.9962782164,
4388,,555578,HOLIDAY MANOR CARE CENTER,20554 ROSCOE BLVD,CANOGA PARK,CA,91306,0.22295,,0.20281,,18.83514,,33.67870,,33.67870,,0.9862671530,
2216,,555579,ARARAT NURSING FACILITY,15099 MISSION HILLS ROAD,MISSION HILLS,CA,91345,0.14236,,0.18622,,58.40843,,0.00000,,58.40843,,1.0067734661,
2663,,555583,MACLAY HEALTHCARE CENTER,12831 MACLAY STREET,SYLMAR,CA,91342,0.18661,,0.18842,,53.16061,,0.00000,,53.16061,,1.0021641362,
7099,,555585,THE SHORES POST - ACUTE,2828 MEADOWLARK DRIVE,SAN DIEGO,CA,92123,0.21331,,0.21161,,0.00000,,0.00000,,0.00000,,0.9802564842,
1,,555588,VIBRA HOSPITAL OF NORTHERN CALIFORNIA D/P SNF,2801 EUREKA WAY,REDDING,CA,96001,0.18122,,0.16133,,100.00000,,90.00000,,100.00000,,1.0180656313,
2762,,555595,SMITH RANCH SKILLED NURSING & REHABILITATION CENTE,1550 SILVEIRA PARKWAY,SAN RAFAEL,CA,94903,0.18829,,0.18883,,52.18261,,0.00000,,52.18261,,1.0012438550,
5056,,555599,TORRANCE MEMORIAL MED CTR SNF/DP,3330 WEST LOMITA BLVD,TORRANCE,CA,90505,0.17852,,0.19958,,26.53989,,0.00000,,26.53989,,0.9833487149,
6676,,555605,GLENHAVEN HEALTHCARE,212 WEST CHEVY CHASE DRIVE,GLENDALE,CA,91204,0.18325,,0.20692,,9.03127,,0.00000,,9.03127,,0.9806266712,
5923,,555609,GLENDALE HEALTHCARE CENTER,1208 S. CENTRAL AVE,GLENDALE,CA,91204,0.19459,,0.20341,,17.40392,,0.00000,,17.40392,,0.9814172736,
7099,,555610,EMANATE HEALTH INTER - COMMUNITY HOSPITAL - D/P SNF,210 W. SAN BERNARDINO RD.,COVINA,CA,91723,0.20998,,0.23150,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555613,THE GROVE CARE AND WELLNESS,3401 LEMON STREET,RIVERSIDE,CA,92501,0.19123,,0.21552,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555616,ARARAT POST ACUTE,1230 E. WINDSOR RD.,GLENDALE,CA,91205,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.23229,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802564842,
1,,555619,ARROYO GRANDE CARE CENTER,1212 FARROLL AVE,ARROYO GRANDE,CA,93420,0.19156,,0.16289,,100.00000,,90.00000,,100.00000,,1.0180656313,
5919,,555625,CALIFORNIA PARK REHABILITATION HOSPITAL,2850 SIERRA SUNRISE TERRACE,CHICO,CA,95928,0.22127,,0.20995,,0.00000,,17.46477,,17.46477,,0.9814256025,
1841,,555630,HILLCREST HEIGHTS HEALTHCARE CENTER,4033 SIXTH AVENUE EXT,SAN DIEGO,CA,92103,0.17731,,0.18420,,63.22688,,0.00000,,63.22688,,1.0102602343,
7099,,555635,COURTYARD CARE CENTER,340 NORTHLAKE DRIVE,SAN JOSE,CA,95117,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.21044,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802564842,
6979,,555639,THE MEADOWS OF NAPA VALLEY,1900 ATRIUM PARKWAY,NAPA,CA,94559,0.19498,,0.20853,,5.19083,,0.00000,,5.19083,,0.9804290640,
3691,,555642,REDLANDS COMM HOSP D/P SNF,350 TERRACINA BLVD.,REDLANDS,CA,92373,0.17822,,0.19332,,41.47230,,0.00000,,41.47230,,0.9914526477,
7099,,555652,WILLOW CREEK HEALTHCARE CENTER,650 W. ALLUVIAL,CLOVIS,CA,93611,0.20826,,0.23792,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555654,PRESBYTERIAN INTERCOMM HOSP DP/SNF,12401 WASHINGTON BLVD.,WHITTIER,CA,90602,0.20459,,0.25946,,0.00000,,0.00000,,0.00000,,0.9802564842,
2022,,555657,CARLMONT GARDENS NURSING CENTER,2140 CARLMONT DRIVE,BELMONT,CA,94002,0.22859,,0.19052,,48.15134,,60.96777,,60.96777,,1.0087283932,
1239,,555658,RIVER WALK CARE CENTER,1100 WEST MORTON AVENUE,PORTERVILLE,CA,93257,0.24027,,0.18609,,58.71853,,73.08042,,73.08042,,1.0148555294,
3862,,555659,SAN DIEGO POST - ACUTE CENTER,1201 SOUTH ORANGE AVE.,EL CAJON,CA,92020,0.19655,,0.19412,,39.56401,,4.46630,,39.56401,,0.9899812292,
6116,,555660,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA SNF,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,0.19750,,0.20431,,15.25709,,0.00000,,15.25709,,0.9811516811,
7099,,555663,LINDSAY GARDENS NURSING & REHABILITATION,1011 W. TULARE ROAD,LINDSAY,CA,93247,0.18299,,0.23391,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555667,GARDEN PARK CARE CENTER,12681 HASTER STREET,GARDEN GROVE,CA,92840,0.22921,,0.23828,,0.00000,,0.00000,,0.00000,,0.9802564842,
6867,,555668,"NORWALK SKILLED NURSING & WELLNESS CENTRE, LLC",11510 IMPERIAL HIGHWAY,NORWALK,CA,90650,0.16851,,0.20790,,6.69361,,0.00000,,6.69361,,0.9804977363,
4562,,555671,TERRACE VIEW CARE CENTER,201 EAST BASTANCHURY,FULLERTON,CA,92835,0.18743,,0.19739,,31.76385,,0.00000,,31.76385,,0.9853267989,
5707,,555673,ASBURY PARK NURSING & REHABILITATION CENTER,2257 FAIR OAKS BLVD.,SACRAMENTO,CA,95825,0.19693,,0.20242,,19.76544,,0.00000,,19.76544,,0.9817772794,
4398,,555677,"HAWTHORNE HEALTHCARE & WELLNESS CENTRE, LP",11630 SOUTH GREVILLEA AVE.,HAWTHORNE,CA,90250,0.19418,,0.19663,,33.57673,,0.00000,,33.57673,,0.9862138800,
7099,,555682,MARYSVILLE POST - ACUTE,1617 RAMIREZ STREET,MARYSVILLE,CA,95901,0.18896,,0.24754,,0.00000,,0.00000,,0.00000,,0.9802564842,
912,,555684,LEGACY POST ACUTE CARE,1790 MUIR ROAD,MARTINEZ,CA,94553,0.18084,,0.17716,,80.01988,,31.94779,,80.01988,,1.0165080941,
7099,,555686,STUDIO CITY REHABILITATION CENTER,11429 VENTURA BLVD,STUDIO CITY,CA,91604,0.21083,,0.23513,,0.00000,,0.00000,,0.00000,,0.9802564842,
3854,,555688,"ANAHEIM POINT HEALTHCARE & WELLNESS CENTRE, LP",3415 W BALL ROAD,ANAHEIM,CA,92804,0.21113,,0.19408,,39.65942,,37.36025,,39.65942,,0.9900518210,
7099,,555690,ALAMEDA CARE CENTER,925 W. ALAMEDA AVE.,BURBANK,CA,91506,0.16351,,0.21738,,0.00000,,0.00000,,0.00000,,0.9802564842,
2407,,555700,BEVERLY HILLS REHABILITATION CENTRE,580 S SAN VICENTE BLVD.,LOS ANGELES,CA,90048,0.21315,,0.18739,,55.61755,,55.94157,,55.94157,,1.0046916402,
7099,,555701,SIMI HEALTHCARE CENTER,5270 E LOS ANGELES AVE,SIMI VALLEY,CA,93063,0.19165,,0.23841,,0.00000,,0.00000,,0.00000,,0.9802564842,
3551,,555702,THE ORCHARDS POST - ACUTE,730 34 STREET,BAKERSFIELD,CA,93301,0.22605,,0.19947,,26.80228,,43.17836,,43.17836,,0.9928677403,
7099,,555703,RIDGEWAY POST ACUTE,523 HAYES LANE,PETALUMA,CA,94952,0.19507,,0.21420,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555706,DEL AMO GARDENS CARE CENTER,22419 KENT AVENUE,TORRANCE,CA,90505,0.19339,,0.21491,,0.00000,,0.00000,,0.00000,,0.9802564842,
4649,,555707,IMPERIAL CARE CENTER,11441 VENTURA BLVD,STUDIO CITY,CA,91604,0.19289,,0.19782,,30.73814,,0.00000,,30.73814,,0.9848735509,
6539,,555710,TICE VALLEY POST ACUTE,1975 TICE VALLEY BLVD.,WALNUT CREEK,CA,94595,0.18925,,0.20615,,10.86801,,0.00000,,10.86801,,0.9807505482,
4620,,555713,MEADOWOOD A HEALTH AND REHABILITATION CENTER,3110 WAGNER HEIGHTS ROAD,STOCKTON,CA,95209,0.18410,,0.19762,,31.21521,,0.00000,,31.21521,,0.9850801220,
2326,,555715,COLONIAL GARDENS NURSING HOME,7246 S. ROSEMEAD BLVD.,PICO RIVERA,CA,90660,0.20995,,0.18687,,56.85794,,54.07346,,56.85794,,1.0054853789,
7099,,555716,WEST VALLEY SUBACUTE AND NURSING CENTER,"6740 WILBUR AVE OPCO, LLC",RESEDA,CA,91335,0.20170,,0.20973,,0.00000,,0.00000,,0.00000,,0.9802564842,
1,,555718,ROWNTREE GARDENS,12151 DALE AVENUE,STANTON,CA,90680,0.19779,,0.16804,,100.00000,,90.00000,,100.00000,,1.0180656313,
5565,,555719,IMPERIAL CREST HEALTH CARE CENTER,11834 INGLEWOOD AVENUE,HAWTHORNE,CA,90250,0.18294,,0.20182,,21.19666,,0.00000,,21.19666,,0.9820362200,
3117,,555723,SANTA FE POST - ACUTE,247 E. BOBIER DRIVE,VISTA,CA,92084,0.19308,,0.19063,,47.88895,,6.03604,,47.88895,,0.9971460359,
7099,,555726,MAR VISTA COUNTRY VILLA HEALTHCARE & WELLNESS,3966 MARCASEL AVE,LOS ANGELES,CA,90066,0.22798,,0.22574,,0.00000,,0.00000,,0.00000,,0.9802564842,
986,,555727,LAUREL CREEK HEALTH CENTER,2800 ESTATES DRIVE,FAIRFIELD,CA,94533,0.18286,,0.17779,,78.51710,,37.32053,,78.51710,,1.0162299956,
7099,,555728,SAN FRANCISCO TOWERS,1661 PINE STREET,SAN FRANCISCO,CA,94109,0.17083,,0.21567,,0.00000,,0.00000,,0.00000,,0.9802564842,
6782,,555729,ARCADIA CARE CENTER,1601 S BALDWIN AVE.,ARCADIA,CA,91007,0.17702,,0.20754,,7.55235,,0.00000,,7.55235,,0.9805417365,
7099,,555732,"SANTA FE HEIGHTS HEALTHCARE CENTER, LLC",2309 N SANTA FE AVE,COMPTON,CA,90222,0.22545,,0.22620,,0.00000,,0.00000,,0.00000,,0.9802564842,
2278,,555733,THE PAVILION AT SUNNY HILLS,2222 N. HARBOR BLVD.,FULLERTON,CA,92835,0.18062,,0.18664,,57.40657,,0.00000,,57.40657,,1.0059494210,
3115,,555735,RICHMOND POST ACUTE CARE,955 23RD STREET,RICHMOND,CA,94804,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.19062,,47.91280,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",47.91280,,0.9971686391,
4844,,555736,GOLDEN SONORA CARE CENTER,19929 GREENLEY ROAD,SONORA,CA,95370,0.18421,,0.19857,,28.94911,,0.00000,,28.94911,,0.9841619044,
2460,,555737,BAYSHIRE SAN DIMAS POST - ACUTE,1740 S SAN DIMAS AVE,SAN DIMAS,CA,91773,0.20764,,0.18754,,55.25974,,49.67900,,55.25974,,1.0040871216,
3961,,555738,WINDSOR TERRACE HEALTH CARE,7447 SEPULVEDA BLVD,VAN NUYS,CA,91405,0.23714,,0.20843,,5.42937,,38.32931,,38.32931,,0.9890971016,
2596,,555739,THE SPRINGS AT PACIFIC REGENT,3884 NOBEL DRIVE,SAN DIEGO,CA,92122,0.19605,,0.18813,,53.85237,,26.46603,,53.85237,,1.0028068564,
2491,,555742,DESERT MOUNTAIN CARE CENTER,47-763 MONROE AVENUE,INDIO,CA,92201,0.20731,,0.18767,,54.94964,,48.91161,,54.94964,,1.0038085791,
7099,,555744,SIENA SKILLED NURSING AND REHABILITATION CENTER,11600 EDUCATION STREET,AUBURN,CA,95603,0.17744,,0.23015,,0.00000,,0.00000,,0.00000,,0.9802564842,
5079,,555745,BAYSHIRE CARLSBAD,3140 EL CAMINO REAL,CARLSBAD,CA,92008,0.20271,,0.19969,,26.27750,,4.48790,,26.27750,,0.9832693893,
974,,555746,BAYSHIRE TORREY PINES POST - ACUTE,13101 HARTFIELD AVE,SAN DIEGO,CA,92130,0.20282,,0.17772,,78.68407,,73.58485,,78.68407,,1.0162627773,
4609,,555747,MURRIETA HEALTH AND REHABILITATION CENTER,24100 MONROE AVENUE,MURRIETA,CA,92562,0.22125,,0.20296,,18.47734,,31.31130,,31.31130,,0.9851226124,
767,,555748,BERKLEY EAST HEALTHCARE CENTER,2021 ARIZONA AVE,SANTA MONICA,CA,90404,0.18048,,0.17565,,83.62179,,45.31250,,83.62179,,1.0170383777,
7099,,555749,COVENANT VILLAGE CARE CENTER,2125 NORTH OLIVE AVENUE,TURLOCK,CA,95382,0.20108,,0.22339,,0.00000,,0.00000,,0.00000,,0.9802564842,
4517,,555754,VILLAGE SQUARE HEALTHCARE CENTER,1586 W. SAN MARCOS BLVD,SAN MARCOS,CA,92078,0.19919,,0.19713,,32.38404,,2.27658,,32.38404,,0.9856176627,
4986,,555755,GREEN ACRES HEALTHCARE CENTER,8101 E HILL DRIVE,ROSEMEAD,CA,91770,0.16513,,0.19924,,27.35091,,0.00000,,27.35091,,0.9836050081,
6703,,555758,NEW BETHANY SKILLED NURSING,1441 BERKELEY DR,LOS BANOS,CA,93635,0.18846,,0.20704,,8.74503,,0.00000,,8.74503,,0.9806092685,
6877,,555762,SAMARKAND SKILLED NURSING FACILITY,2566 TREASURE DR,SANTA BARBARA,CA,93105,0.18798,,0.20793,,6.62205,,0.00000,,6.62205,,0.9804942329,
7099,,555763,SAN JUAN HILLS HEALTHCARE CENTER,31741 RANCHO VIEJO ROAD,SAN JUAN CAPISTRANO,CA,92675,0.18689,,0.23336,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555764,PALOMAR HEIGHTS POST ACUTE,1260 E OHIO AVENUE,ESCONDIDO,CA,92027,0.17812,,0.21663,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555765,THE HILLS POST ACUTE,1800 OLD TUSTIN AVENUE,SANTA ANA,CA,92705,0.20068,,0.20987,,0.00000,,0.00000,,0.00000,,0.9802564842,
5015,,555767,BELLAKEN SKILLED NURSING CENTER,2780 26TH AVENUE,OAKLAND,CA,94601,0.20499,,0.19938,,27.01696,,11.44679,,27.01696,,0.9834974120,
4204,,555768,BAYSHIRE YORBA LINDA POST - ACUTE,17803 IMPERIAL HIGHWAY,YORBA LINDA,CA,92886,0.20473,,0.19578,,35.60429,,21.44018,,35.60429,,0.9873429713,
2450,,555769,UNIVERSITY RETIREMENT COMMUNITY AT DAVIS,1515 SHASTA DRIVE,DAVIS,CA,95616,0.21237,,0.18750,,55.35516,,54.94215,,55.35516,,1.0041723870,
7099,,555770,CAMARILLO HEALTHCARE CENTER,205 GRANADA ST,CAMARILLO,CA,93010,0.20589,,0.22504,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555771,BROOKDALE RIVERWALK SNF (CA),"350 CALLOWAY DRIVE, BUILDING C",BAKERSFIELD,CA,93312,0.18738,,0.24362,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555773,INDIAN CANYON POST ACUTE,57333 JOSHUA LANE,YUCCA VALLEY,CA,92284,0.21556,,0.22012,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555775,BAYSHIRE RANCHO MIRAGE,72-201 COUNTRY CLUB DRIVE,RANCHO MIRAGE,CA,92270,0.21691,,0.22496,,0.00000,,0.00000,,0.00000,,0.9802564842,
3357,,555776,GRIDLEY POST ACUTE,246 SPRUCE STREET,GRIDLEY,CA,95948,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.19174,,45.24119,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",45.24119,,0.9946859995,
7099,,555777,BISHOP CARE CENTER,151 PIONEER LANE,BISHOP,CA,93514,0.19881,,0.20882,,0.00000,,0.00000,,0.00000,,0.9802564842,
2620,,555781,VILLA DEL RIO,7002 GAGE AVENUE,BELL GARDENS,CA,90201,0.20715,,0.18824,,53.58998,,47.13675,,53.58998,,1.0025639808,
3534,,555785,COURTYARD CARE CENTER,1880 DAWSON AVENUE,SIGNAL HILL,CA,90806,0.23462,,0.20381,,16.44977,,43.33699,,43.33699,,0.9930036784,
7099,,555786,OCEAN PARK HEALTHCARE,2828 PICO BOULEVARD,SANTA MONICA,CA,90405,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.22007,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802564842,
4152,,555787,"WHITTIER NURSING AND WELLNESS CENTER, INC",7926 S PAINTER AVE,WHITTIER,CA,90602,0.19221,,0.19552,,36.22449,,0.00000,,36.22449,,0.9877181739,
4450,,555790,CEDAR CREST NURSING AND REHABILITATION CENTER,797 E FREMONT AVENUE,SUNNYVALE,CA,94087,0.20935,,0.19680,,33.17122,,27.62282,,33.17122,,0.9860056390,
2585,,555791,THE GARDENS HEALTHCARE CENTER,17650 DEVONSHIRE STREET,NORTHRIDGE,CA,91325,0.17534,,0.18807,,53.99549,,0.00000,,53.99549,,1.0029388290,
3891,,555792,SUNNYVALE POST - ACUTE CENTER,1291 S BERNARDO AVENUE,SUNNYVALE,CA,94087,0.24063,,0.20983,,0.00000,,39.15771,,39.15771,,0.9896842469,
627,,555793,VI AT LA JOLLA VILLAGE,4171 LAS PALMAS SQUARE,SAN DIEGO,CA,92122,0.17399,,0.17373,,88.20170,,3.36013,,88.20170,,1.0174999633,
7099,,555794,SHERWOOD OAKS POST ACUTE,250 FAIRVIEW RD,THOUSAND OAKS,CA,91361,0.21077,,0.21514,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555796,MISSION CARE CENTER,4800 DELTA AVENUE,ROSEMEAD,CA,91770,0.20283,,0.21830,,0.00000,,0.00000,,0.00000,,0.9802564842,
7099,,555797,GORDON LANE CARE CENTER,1821 E CHAPMAN AVE,FULLERTON,CA,92831,0.18330,,0.25069,,0.00000,,0.00000,,0.00000,,0.9802564842,
6258,,555798,WOODSIDE HEALTHCARE CENTER,2240 NORTHROP AVE,SACRAMENTO,CA,95825,0.20789,,0.20493,,13.77816,,2.99784,,13.77816,,0.9809974730,
7099,,555799,THE RIDGE POST ACUTE,1355 CLAYTON ROAD,SAN JOSE,CA,95127,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.24160,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802564842,
1012,,555801,PINE CREEK CARE CENTER,1139 CIRBY WAY,ROSEVILLE,CA,95661,0.17566,,0.17810,,77.77763,,0.00000,,77.77763,,1.0160788265,
